month,weekday,hour,avg_trip_count
10,3,6,6491
10,3,7,13672
10,3,8,19042
10,3,9,13030
10,3,10,7625
10,3,11,5998
10,3,12,6050
10,3,13,6117
10,3,14,7104
10,3,15,9714
10,3,16,14544
10,3,17,19890
10,3,18,16128
10,3,19,8993
10,3,20,5048
10,3,21,3222
10,3,22,3057
10,3,23,2528
10,4,0,1127
10,4,1,220
10,4,2,21
10,4,3,4
10,4,4,23
10,4,5,1756
10,4,6,5596
10,4,7,10394
10,4,8,13202
10,4,9,9110
10,4,10,6609
10,4,11,5951
10,4,12,6166
10,4,13,6350
10,4,14,7674
10,4,15,9436
10,4,16,12722
10,4,17,16156
10,4,18,13318
10,4,19,8219
10,4,20,4936
10,4,21,2976
10,4,22,3297
10,4,23,3126
10,5,0,1934
10,5,1,514
10,5,2,26
10,5,3,4
10,5,4,3
10,5,5,43
10,5,6,1008
10,5,7,2509
10,5,8,3485
10,5,9,4601
10,5,10,5437
10,5,11,6826
10,5,12,7291
10,5,13,6804
10,5,14,6906
10,5,15,6922
10,5,16,7586
10,5,17,8424
10,5,18,7750
10,5,19,6031
10,5,20,4104
10,5,21,3307
10,5,22,3226
10,5,23,3078
10,6,0,1718
10,6,1,403
10,6,2,34
10,6,3,2
10,6,4,1
10,6,5,2
10,6,6,6
10,6,7,368
10,6,8,2461
10,6,9,3471
10,6,10,4248
10,6,11,5240
10,6,12,5876
10,6,13,5535
10,6,14,5257
10,6,15,5085
10,6,16,5800
10,6,17,6175
10,6,18,5690
10,6,19,4184
10,6,20,3084
10,6,21,2429
10,6,22,1808
10,6,23,1432
11,0,0,709
11,0,1,123
11,0,2,16
11,0,3,2
11,0,4,36
11,0,5,1842
11,0,6,5844
11,0,7,11924
11,0,8,15042
11,0,9,9572
11,0,10,6061
11,0,11,4996
11,0,12,5403
11,0,13,5478
11,0,14,6143
11,0,15,8442
11,0,16,12222
11,0,17,15765
11,0,18,11862
11,0,19,5492
11,0,20,3585
11,0,21,2287
11,0,22,2210
11,0,23,1504
11,1,0,643
11,1,1,172
11,1,2,14
11,1,3,1
11,1,4,35
11,1,5,2004
11,1,6,6217
11,1,7,13089
11,1,8,18278
11,1,9,11936
11,1,10,6692
11,1,11,5238
11,1,12,5067
11,1,13,5391
11,1,14,6457
11,1,15,8985
11,1,16,13715
11,1,17,18851
11,1,18,14274
11,1,19,6886
11,1,20,3929
11,1,21,2510
11,1,22,2297
11,1,23,1875
11,2,0,862
11,2,1,178
11,2,2,21
11,2,3,4
11,2,4,34
11,2,5,2056
11,2,6,6421
11,2,7,12831
11,2,8,17606
11,2,9,11489
11,2,10,7115
11,2,11,5672
11,2,12,5993
11,2,13,6024
11,2,14,7095
11,2,15,9297
11,2,16,14079
11,2,17,18540
11,2,18,13518
11,2,19,7041
11,2,20,4194
11,2,21,2635
11,2,22,2679
11,2,23,1806
11,3,0,787
11,3,1,186
11,3,2,19
11,3,3,2
11,3,4,29
11,3,5,2132
11,3,6,4898
11,3,7,10236
11,3,8,14840
11,3,9,10342
11,3,10,6265
11,3,11,5264
11,3,12,5162
11,3,13,5662
11,3,14,6404
11,3,15,8249
11,3,16,11968
11,3,17,15769
11,3,18,12002
11,3,19,6778
11,3,20,3892
11,3,21,2672
11,3,22,2608
11,3,23,2040
11,4,0,810
11,4,1,196
11,4,2,11
11,4,3,2
11,4,4,45
11,4,5,1505
11,4,6,4194
11,4,7,7761
11,4,8,9470
11,4,9,7040
11,4,10,6129
11,4,11,5852
11,4,12,5910
11,4,13,6029
11,4,14,7004
11,4,15,8584
11,4,16,10812
11,4,17,12855
11,4,18,10575
11,4,19,6649
11,4,20,4092
11,4,21,2774
11,4,22,3175
11,4,23,2813
11,5,0,1488
11,5,1,342
11,5,2,28
11,5,3,1
11,5,4,4
11,5,5,33
11,5,6,948
11,5,7,2242
11,5,8,3460
11,5,9,4301
11,5,10,4957
11,5,11,5899
11,5,12,6258
11,5,13,6236
11,5,14,5937
11,5,15,6171
11,5,16,6856
11,5,17,7319
11,5,18,6618
11,5,19,5318
11,5,20,3581
11,5,21,2824
11,5,22,2548
11,5,23,2475
11,6,0,1649
11,6,1,332
11,6,2,8
11,6,3,0
11,6,4,0
11,6,5,4
11,6,6,3
11,6,7,433
11,6,8,2548
11,6,9,3307
11,6,10,4258
11,6,11,4764
11,6,12,5015
11,6,13,4562
11,6,14,4734
11,6,15,4894
11,6,16,5317
11,6,17,5490
11,6,18,4838
11,6,19,3359
11,6,20,2347
11,6,21,1970
11,6,22,1676
11,6,23,1372
12,0,0,613
12,0,1,126
12,0,2,15
12,0,3,4
12,0,4,26
12,0,5,1332
12,0,6,4596
12,0,7,8478
12,0,8,10266
12,0,9,7852
12,0,10,5317
12,0,11,4890
12,0,12,4691
12,0,13,4950
12,0,14,5730
12,0,15,7117
12,0,16,9884
12,0,17,12778
12,0,18,9500
12,0,19,4978
12,0,20,2926
12,0,21,2082
12,0,22,1824
12,0,23,1239
12,1,0,614
12,1,1,155
12,1,2,20
12,1,3,2
12,1,4,31
12,1,5,1566
12,1,6,5496
12,1,7,10705
12,1,8,14176
12,1,9,10334
12,1,10,6087
12,1,11,5082
12,1,12,4868
12,1,13,5380
12,1,14,6338
12,1,15,8119
12,1,16,12116
12,1,17,16372
12,1,18,11965
12,1,19,6165
12,1,20,3751
12,1,21,2439
12,1,22,2583
12,1,23,1628
12,2,0,818
12,2,1,178
12,2,2,18
12,2,3,3
12,2,4,26
12,2,5,1764
12,2,6,5559
12,2,7,11076
12,2,8,13845
12,2,9,10034
12,2,10,6638
12,2,11,5904
12,2,12,6030
12,2,13,5918
12,2,14,6771
12,2,15,9146
12,2,16,12716
12,2,17,16366
12,2,18,11539
12,2,19,6878
12,2,20,4101
12,2,21,2756
12,2,22,2756
12,2,23,1813
12,3,0,767
12,3,1,212
12,3,2,25
12,3,3,2
12,3,4,22
12,3,5,1659
12,3,6,5447
12,3,7,10111
12,3,8,13618
12,3,9,9660
12,3,10,6122
12,3,11,5007
12,3,12,5345
12,3,13,5595
12,3,14,6375
12,3,15,8180
12,3,16,11586
12,3,17,15476
12,3,18,12016
12,3,19,6426
12,3,20,4009
12,3,21,2722
12,3,22,2825
12,3,23,2042
12,4,0,981
12,4,1,226
12,4,2,22
12,4,3,2
12,4,4,28
12,4,5,1401
12,4,6,4555
12,4,7,7563
12,4,8,9650
12,4,9,7377
12,4,10,5734
12,4,11,5561
12,4,12,5743
12,4,13,6038
12,4,14,7079
12,4,15,8368
12,4,16,10703
12,4,17,12460
12,4,18,10025
12,4,19,6145
12,4,20,3764
12,4,21,2790
12,4,22,2897
12,4,23,2776
12,5,0,1274
12,5,1,346
12,5,2,25
12,5,3,1
12,5,4,2
12,5,5,37
12,5,6,819
12,5,7,1936
12,5,8,2669
12,5,9,3289
12,5,10,3889
12,5,11,4461
12,5,12,4536
12,5,13,4564
12,5,14,4905
12,5,15,5050
12,5,16,5762
12,5,17,5964
12,5,18,5224
12,5,19,4016
12,5,20,2870
12,5,21,2532
12,5,22,2434
12,5,23,2048
12,6,0,1218
12,6,1,270
12,6,2,36
12,6,3,1
12,6,4,3
12,6,5,2
12,6,6,5
12,6,7,256
12,6,8,1863
12,6,9,2650
12,6,10,3276
12,6,11,4068
12,6,12,4441
12,6,13,4248
12,6,14,4279
12,6,15,4340
12,6,16,4643
12,6,17,4586
12,6,18,4065
12,6,19,2904
12,6,20,2118
12,6,21,1798
12,6,22,1602
12,6,23,1158
