month,day,hour,trip_count
5,14,0,3404
5,14,1,411
5,14,2,34
5,14,3,1
5,14,4,0
5,14,5,17
5,14,6,840
5,14,7,2462
5,14,8,3628
5,14,9,4431
5,14,10,5886
5,14,11,6233
5,14,12,6831
5,14,13,7689
5,14,14,6441
5,14,15,6133
5,14,16,6462
5,14,17,7498
5,14,18,7032
5,14,19,5188
5,14,20,3393
5,14,21,3779
5,14,22,4368
5,14,23,2125
5,15,0,1027
5,15,1,249
5,15,2,21
5,15,3,3
5,15,4,2
5,15,5,2
5,15,6,53
5,15,7,1386
5,15,8,4125
5,15,9,3359
5,15,10,4198
5,15,11,4504
5,15,12,5893
5,15,13,4942
5,15,14,4848
5,15,15,4198
5,15,16,4877
5,15,17,5793
5,15,18,4624
5,15,19,3525
5,15,20,2580
5,15,21,2248
5,15,22,1612
5,15,23,1185
5,16,0,614
5,16,1,128
5,16,2,12
5,16,3,0
5,16,4,15
5,16,5,1640
5,16,6,5569
5,16,7,11139
5,16,8,13674
5,16,9,8015
5,16,10,5546
5,16,11,4728
5,16,12,4511
5,16,13,4875
5,16,14,5669
5,16,15,7613
5,16,16,10785
5,16,17,14551
5,16,18,9537
5,16,19,5798
5,16,20,3546
5,16,21,2713
5,16,22,2114
5,16,23,1360
5,17,0,634
5,17,1,121
5,17,2,5
5,17,3,0
5,17,4,18
5,17,5,1896
5,17,6,6302
5,17,7,13200
5,17,8,16269
5,17,9,10298
5,17,10,5881
5,17,11,4796
5,17,12,4518
5,17,13,4961
5,17,14,5993
5,17,15,8121
5,17,16,12644
5,17,17,16919
5,17,18,13001
5,17,19,6973
5,17,20,4073
5,17,21,2860
5,17,22,2594
5,17,23,1827
5,18,0,722
5,18,1,144
5,18,2,12
5,18,3,1
5,18,4,65
5,18,5,1647
5,18,6,6431
5,18,7,13224
5,18,8,15900
5,18,9,9882
5,18,10,6587
5,18,11,5718
5,18,12,5481
5,18,13,5369
5,18,14,6624
5,18,15,9356
5,18,16,13406
5,18,17,16771
5,18,18,12521
5,18,19,6610
5,18,20,4059
5,18,21,3560
5,18,22,2674
5,18,23,1797
5,19,0,967
5,19,1,186
5,19,2,33
5,19,3,1
5,19,4,19
5,19,5,1930
5,19,6,5876
5,19,7,12639
5,19,8,14596
5,19,9,10323
5,19,10,6072
5,19,11,5191
5,19,12,4799
5,19,13,5171
5,19,14,6479
5,19,15,8386
5,19,16,12045
5,19,17,15891
5,19,18,12220
5,19,19,6694
5,19,20,4560
5,19,21,3219
5,19,22,2574
5,19,23,1944
5,20,0,773
5,20,1,193
5,20,2,16
5,20,3,2
5,20,4,16
5,20,5,1652
5,20,6,5358
5,20,7,9686
5,20,8,11470
5,20,9,7454
5,20,10,5816
5,20,11,4891
5,20,12,4808
5,20,13,5784
5,20,14,6619
5,20,15,8414
5,20,16,11369
5,20,17,13664
5,20,18,11772
5,20,19,6651
5,20,20,3964
5,20,21,3569
5,20,22,3204
5,20,23,3358
5,21,0,1694
5,21,1,277
5,21,2,24
5,21,3,1
5,21,4,1
5,21,5,10
5,21,6,891
5,21,7,2420
5,21,8,3344
5,21,9,3954
5,21,10,5000
5,21,11,6103
5,21,12,5926
5,21,13,5797
5,21,14,5388
5,21,15,5505
5,21,16,5923
5,21,17,6881
5,21,18,6152
5,21,19,5064
5,21,20,3395
5,21,21,2823
5,21,22,2153
5,21,23,2049
5,22,0,947
5,22,1,317
5,22,2,9
5,22,3,1
5,22,4,0
5,22,5,2
5,22,6,5
5,22,7,416
5,22,8,2563
5,22,9,2835
5,22,10,3587
5,22,11,4608
5,22,12,4878
5,22,13,4420
5,22,14,4232
5,22,15,4170
5,22,16,4679
5,22,17,5351
5,22,18,4823
5,22,19,3742
5,22,20,2630
5,22,21,2316
5,22,22,1933
5,22,23,1212
5,23,0,576
5,23,1,141
5,23,2,4
5,23,3,2
5,23,4,22
5,23,5,1636
5,23,6,5648
5,23,7,11189
5,23,8,13033
5,23,9,8272
5,23,10,5053
5,23,11,4730
5,23,12,4227
5,23,13,4775
5,23,14,5674
5,23,15,7747
5,23,16,10917
5,23,17,14496
5,23,18,10828
5,23,19,5704
5,23,20,3415
5,23,21,2593
5,23,22,2292
5,23,23,1675
5,24,0,593
5,24,1,135
5,24,2,11
5,24,3,0
5,24,4,15
5,24,5,1954
5,24,6,6407
5,24,7,12548
5,24,8,16293
5,24,9,9948
5,24,10,5997
5,24,11,4783
5,24,12,4794
5,24,13,5115
5,24,14,6066
5,24,15,8258
5,24,16,12278
5,24,17,16989
5,24,18,13136
5,24,19,6748
5,24,20,3832
5,24,21,3019
5,24,22,2960
5,24,23,2322
5,25,0,1070
5,25,1,129
5,25,2,2
5,25,3,1
5,25,4,23
5,25,5,1298
5,25,6,6522
5,25,7,12464
5,25,8,14570
5,25,9,10149
5,25,10,6445
5,25,11,5944
5,25,12,5190
5,25,13,5258
5,25,14,6183
5,25,15,8323
5,25,16,12468
5,25,17,16683
5,25,18,12691
5,25,19,6946
5,25,20,4020
5,25,21,2783
5,25,22,2248
5,25,23,1728
5,26,0,684
5,26,1,184
5,26,2,19
5,26,3,1
5,26,4,22
5,26,5,1793
5,26,6,5924
5,26,7,11691
5,26,8,14319
5,26,9,9371
5,26,10,5980
5,26,11,5042
5,26,12,4983
5,26,13,5337
5,26,14,6550
5,26,15,8145
5,26,16,12236
5,26,17,16457
5,26,18,12272
5,26,19,6483
5,26,20,4006
5,26,21,3632
5,26,22,3405
5,26,23,1888
5,27,0,750
5,27,1,176
5,27,2,5
5,27,3,1
5,27,4,12
5,27,5,1498
5,27,6,4584
5,27,7,9149
5,27,8,9954
5,27,9,7084
5,27,10,5293
5,27,11,5226
5,27,12,5193
5,27,13,5823
5,27,14,6621
5,27,15,8245
5,27,16,10373
5,27,17,12349
5,27,18,10054
5,27,19,6587
5,27,20,3928
5,27,21,2851
5,27,22,3282
5,27,23,2724
5,28,0,1669
5,28,1,254
5,28,2,8
5,28,3,1
5,28,4,0
5,28,5,12
5,28,6,784
5,28,7,2094
5,28,8,3104
5,28,9,3728
5,28,10,4397
5,28,11,5144
5,28,12,5807
5,28,13,5214
5,28,14,5283
5,28,15,5125
5,28,16,5745
5,28,17,6186
5,28,18,5456
5,28,19,4428
5,28,20,3337
5,28,21,2454
5,28,22,2125
5,28,23,1696
5,29,0,889
5,29,1,242
5,29,2,38
5,29,3,1
5,29,4,0
5,29,5,1
5,29,6,9
5,29,7,416
5,29,8,2620
5,29,9,3776
5,29,10,5031
5,29,11,5399
5,29,12,5685
5,29,13,5830
5,29,14,5664
5,29,15,5424
5,29,16,4952
5,29,17,5690
5,29,18,4999
5,29,19,3835
5,29,20,2896
5,29,21,2638
5,29,22,1675
5,29,23,1237
5,30,0,606
5,30,1,150
5,30,2,13
5,30,3,0
5,30,4,1
5,30,5,8
5,30,6,27
5,30,7,669
5,30,8,2960
5,30,9,3157
5,30,10,3459
5,30,11,3738
5,30,12,4626
5,30,13,4421
5,30,14,4079
5,30,15,3919
5,30,16,5123
5,30,17,4744
5,30,18,3966
5,30,19,3157
5,30,20,2593
5,30,21,2186
5,30,22,1585
5,30,23,898
5,31,0,496
5,31,1,98
5,31,2,4
5,31,3,0
5,31,4,27
5,31,5,1793
5,31,6,6021
5,31,7,11948
5,31,8,13674
5,31,9,10237
5,31,10,4851
5,31,11,4805
5,31,12,4558
5,31,13,4683
5,31,14,5734
5,31,15,7488
5,31,16,10871
5,31,17,15383
5,31,18,12033
5,31,19,6038
5,31,20,3815
5,31,21,2522
5,31,22,2254
5,31,23,1520
6,1,0,554
6,1,1,143
6,1,2,9
6,1,3,2
6,1,4,17
6,1,5,1884
6,1,6,6269
6,1,7,12650
6,1,8,15216
6,1,9,9534
6,1,10,6022
6,1,11,5511
6,1,12,5266
6,1,13,5117
6,1,14,6100
6,1,15,8088
6,1,16,12159
6,1,17,16019
6,1,18,12532
6,1,19,7143
6,1,20,4029
6,1,21,2609
6,1,22,2446
6,1,23,1596
6,2,0,762
6,2,1,125
6,2,2,3
6,2,3,1
6,2,4,15
6,2,5,679
6,2,6,6982
6,2,7,11964
6,2,8,14355
6,2,9,8461
6,2,10,6662
6,2,11,5177
6,2,12,4717
6,2,13,5374
6,2,14,6151
6,2,15,8258
6,2,16,12052
6,2,17,16397
6,2,18,12221
6,2,19,6460
6,2,20,3791
6,2,21,3719
6,2,22,3046
6,2,23,2068
6,3,0,821
6,3,1,161
6,3,2,9
6,3,3,1
6,3,4,14
6,3,5,1736
6,3,6,5117
6,3,7,9683
6,3,8,10669
6,3,9,7573
6,3,10,5379
6,3,11,5053
6,3,12,4887
6,3,13,5457
6,3,14,6792
6,3,15,7638
6,3,16,10444
6,3,17,13733
6,3,18,11928
6,3,19,7038
6,3,20,4077
6,3,21,3307
6,3,22,2760
6,3,23,3797
6,4,0,1295
6,4,1,250
6,4,2,20
6,4,3,1
6,4,4,1
6,4,5,22
6,4,6,976
6,4,7,2422
6,4,8,3480
6,4,9,4167
6,4,10,4575
6,4,11,5609
6,4,12,6360
6,4,13,5801
6,4,14,5207
6,4,15,5542
6,4,16,6634
6,4,17,6989
6,4,18,5698
6,4,19,4498
6,4,20,3393
6,4,21,2573
6,4,22,2606
6,4,23,1951
6,5,0,942
6,5,1,283
6,5,2,7
6,5,3,0
6,5,4,0
6,5,5,1
6,5,6,12
6,5,7,352
6,5,8,2151
6,5,9,2687
6,5,10,3045
6,5,11,3780
6,5,12,4814
6,5,13,4495
6,5,14,4472
6,5,15,4552
6,5,16,5133
6,5,17,5014
6,5,18,3872
6,5,19,3302
6,5,20,2760
6,5,21,2782
6,5,22,1835
6,5,23,1275
6,6,0,500
6,6,1,172
6,6,2,11
6,6,3,0
6,6,4,25
6,6,5,1842
6,6,6,5859
6,6,7,11177
6,6,8,13090
6,6,9,8341
6,6,10,5021
6,6,11,4704
6,6,12,4423
6,6,13,4923
6,6,14,5582
6,6,15,7105
6,6,16,10306
6,6,17,14052
6,6,18,11176
6,6,19,6158
6,6,20,3518
6,6,21,2673
6,6,22,2061
6,6,23,1364
6,7,0,650
6,7,1,136
6,7,2,10
6,7,3,1
6,7,4,25
6,7,5,2122
6,7,6,6674
6,7,7,12746
6,7,8,16429
6,7,9,10049
6,7,10,6160
6,7,11,4928
6,7,12,4900
6,7,13,5006
6,7,14,6017
6,7,15,8346
6,7,16,11825
6,7,17,17520
6,7,18,13647
6,7,19,6967
6,7,20,4158
6,7,21,2841
6,7,22,3005
6,7,23,2179
6,8,0,859
6,8,1,142
6,8,2,6
6,8,3,1
6,8,4,12
6,8,5,2034
6,8,6,6620
6,8,7,12508
6,8,8,15640
6,8,9,9631
6,8,10,6032
6,8,11,5368
6,8,12,5171
6,8,13,5255
6,8,14,6261
6,8,15,8604
6,8,16,12585
6,8,17,17566
6,8,18,13545
6,8,19,7029
6,8,20,3950
6,8,21,3527
6,8,22,3505
6,8,23,2073
6,9,0,770
6,9,1,174
6,9,2,56
6,9,3,1
6,9,4,14
6,9,5,350
6,9,6,4236
6,9,7,10849
6,9,8,15890
6,9,9,10173
6,9,10,5865
6,9,11,5890
6,9,12,5258
6,9,13,5480
6,9,14,6090
6,9,15,7624
6,9,16,11612
6,9,17,16443
6,9,18,12804
6,9,19,7213
6,9,20,4651
6,9,21,3184
6,9,22,3073
6,9,23,2046
6,10,0,809
6,10,1,169
6,10,2,13
6,10,3,1
6,10,4,9
6,10,5,1667
6,10,6,5506
6,10,7,9597
6,10,8,10458
6,10,9,7591
6,10,10,5618
6,10,11,5015
6,10,12,5318
6,10,13,5581
6,10,14,6518
6,10,15,8416
6,10,16,11247
6,10,17,14653
6,10,18,12275
6,10,19,7141
6,10,20,4277
6,10,21,3453
6,10,22,3829
6,10,23,4165
6,11,0,2371
6,11,1,364
6,11,2,24
6,11,3,2
6,11,4,0
6,11,5,11
6,11,6,934
6,11,7,2334
6,11,8,3362
6,11,9,4188
6,11,10,4758
6,11,11,5550
6,11,12,6028
6,11,13,5901
6,11,14,6361
6,11,15,6285
6,11,16,6240
6,11,17,6253
6,11,18,5627
6,11,19,4905
6,11,20,3843
6,11,21,4176
6,11,22,3236
6,11,23,2236
6,12,0,1087
6,12,1,302
6,12,2,19
6,12,3,2
6,12,4,1
6,12,5,0
6,12,6,5
6,12,7,454
6,12,8,2564
6,12,9,3148
6,12,10,4122
6,12,11,5256
6,12,12,5403
6,12,13,4932
6,12,14,4229
6,12,15,4263
6,12,16,4745
6,12,17,6025
6,12,18,4907
6,12,19,4011
6,12,20,2769
6,12,21,2178
6,12,22,1762
6,12,23,1374
6,13,0,568
6,13,1,108
6,13,2,2
6,13,3,0
6,13,4,19
6,13,5,1775
6,13,6,5645
6,13,7,10609
6,13,8,14047
6,13,9,8077
6,13,10,5133
6,13,11,4629
6,13,12,4563
6,13,13,4955
6,13,14,5836
6,13,15,7244
6,13,16,11327
6,13,17,15550
6,13,18,11242
6,13,19,5643
6,13,20,3289
6,13,21,3096
6,13,22,3353
6,13,23,1776
6,14,0,600
6,14,1,145
6,14,2,2
6,14,3,2
6,14,4,26
6,14,5,2010
6,14,6,6632
6,14,7,12386
6,14,8,16434
6,14,9,10437
6,14,10,5785
6,14,11,4876
6,14,12,4783
6,14,13,5245
6,14,14,5843
6,14,15,8355
6,14,16,11623
6,14,17,18074
6,14,18,13755
6,14,19,7237
6,14,20,4184
6,14,21,2782
6,14,22,3057
6,14,23,2699
6,15,0,778
6,15,1,187
6,15,2,10
6,15,3,3
6,15,4,15
6,15,5,1998
6,15,6,6362
6,15,7,12797
6,15,8,15951
6,15,9,9902
6,15,10,6229
6,15,11,6095
6,15,12,5630
6,15,13,5284
6,15,14,6189
6,15,15,6526
6,15,16,13688
6,15,17,17957
6,15,18,13841
6,15,19,7657
6,15,20,4536
6,15,21,2834
6,15,22,2778
6,15,23,2090
6,16,0,835
6,16,1,161
6,16,2,4
6,16,3,0
6,16,4,21
6,16,5,1905
6,16,6,6295
6,16,7,12130
6,16,8,14346
6,16,9,10875
6,16,10,6061
6,16,11,5127
6,16,12,5022
6,16,13,5238
6,16,14,6497
6,16,15,8389
6,16,16,12548
6,16,17,19280
6,16,18,13673
6,16,19,7115
6,16,20,4040
6,16,21,3460
6,16,22,4280
6,16,23,3494
6,17,0,1193
6,17,1,215
6,17,2,18
6,17,3,2
6,17,4,15
6,17,5,1647
6,17,6,5154
6,17,7,9349
6,17,8,10711
6,17,9,7595
6,17,10,5413
6,17,11,5462
6,17,12,5224
6,17,13,6032
6,17,14,6766
6,17,15,7780
6,17,16,10812
6,17,17,13547
6,17,18,11722
6,17,19,7205
6,17,20,4550
6,17,21,3355
6,17,22,3630
6,17,23,2949
6,18,0,1136
6,18,1,394
6,18,2,57
6,18,3,0
6,18,4,0
6,18,5,18
6,18,6,755
6,18,7,2222
6,18,8,3547
6,18,9,4004
6,18,10,4658
6,18,11,5644
6,18,12,6576
6,18,13,5748
6,18,14,5655
6,18,15,5867
6,18,16,6067
6,18,17,7453
6,18,18,5675
6,18,19,5242
6,18,20,3455
6,18,21,3023
6,18,22,2650
6,18,23,2069
6,19,0,1200
6,19,1,340
6,19,2,29
6,19,3,1
6,19,4,2
6,19,5,2
6,19,6,5
6,19,7,359
6,19,8,2534
6,19,9,2902
6,19,10,3484
6,19,11,4496
6,19,12,5276
6,19,13,4809
6,19,14,4574
6,19,15,4277
6,19,16,5291
6,19,17,4815
6,19,18,4436
6,19,19,3759
6,19,20,2960
6,19,21,2492
6,19,22,2079
6,19,23,1159
6,20,0,578
6,20,1,118
6,20,2,5
6,20,3,0
6,20,4,20
6,20,5,1312
6,20,6,4346
6,20,7,8384
6,20,8,12816
6,20,9,16135
6,20,10,18703
6,20,11,17160
6,20,12,10406
6,20,13,11431
6,20,14,17507
6,20,15,17963
6,20,16,14828
6,20,17,13695
6,20,18,10800
6,20,19,6318
6,20,20,3615
6,20,21,2715
6,20,22,2342
6,20,23,1560
6,21,0,750
6,21,1,151
6,21,2,4
6,21,3,0
6,21,4,22
6,21,5,1875
6,21,6,6191
6,21,7,12602
6,21,8,15828
6,21,9,9836
6,21,10,6092
6,21,11,4742
6,21,12,4771
6,21,13,5074
6,21,14,5843
6,21,15,7516
6,21,16,11207
6,21,17,16523
6,21,18,12878
6,21,19,7500
6,21,20,4274
6,21,21,2808
6,21,22,3079
6,21,23,1715
6,22,0,594
6,22,1,151
6,22,2,23
6,22,3,1
6,22,4,15
6,22,5,1711
6,22,6,6071
6,22,7,11206
6,22,8,16327
6,22,9,10921
6,22,10,6188
6,22,11,5063
6,22,12,5301
6,22,13,5140
6,22,14,5855
6,22,15,7825
6,22,16,12039
6,22,17,17170
6,22,18,13712
6,22,19,7301
6,22,20,4191
6,22,21,2878
6,22,22,3057
6,22,23,1956
6,23,0,818
6,23,1,217
6,23,2,20
6,23,3,3
6,23,4,16
6,23,5,1746
6,23,6,6131
6,23,7,11618
6,23,8,16154
6,23,9,9942
6,23,10,6255
6,23,11,5698
6,23,12,5601
6,23,13,5475
6,23,14,6253
6,23,15,8759
6,23,16,12194
6,23,17,15602
6,23,18,14375
6,23,19,7834
6,23,20,4819
6,23,21,3183
6,23,22,2839
6,23,23,2179
6,24,0,938
6,24,1,268
6,24,2,24
6,24,3,0
6,24,4,10
6,24,5,1685
6,24,6,5308
6,24,7,9170
6,24,8,11289
6,24,9,7627
6,24,10,5923
6,24,11,5711
6,24,12,5614
6,24,13,5871
6,24,14,7050
6,24,15,8360
6,24,16,12525
6,24,17,15122
6,24,18,12298
6,24,19,8957
6,24,20,5931
6,24,21,3636
6,24,22,3563
6,24,23,3212
6,25,0,1743
6,25,1,352
6,25,2,16
6,25,3,1
6,25,4,3
6,25,5,25
6,25,6,978
6,25,7,2323
6,25,8,3515
6,25,9,4215
6,25,10,5395
6,25,11,6414
6,25,12,7652
6,25,13,6536
6,25,14,8289
6,25,15,9167
6,25,16,8329
6,25,17,8051
6,25,18,7739
6,25,19,6848
6,25,20,5368
6,25,21,4364
6,25,22,3937
6,25,23,2696
6,26,0,1335
6,26,1,349
6,26,2,15
6,26,3,3
6,26,4,0
6,26,5,2
6,26,6,19
6,26,7,559
6,26,8,3682
6,26,9,7099
6,26,10,12438
6,26,11,12262
6,26,12,12105
6,26,13,11643
6,26,14,11880
6,26,15,11986
6,26,16,11295
6,26,17,11222
6,26,18,8718
6,26,19,7476
6,26,20,4434
6,26,21,3304
6,26,22,2708
6,26,23,1404
6,27,0,923
6,27,1,198
6,27,2,11
6,27,3,4
6,27,4,14
6,27,5,1641
6,27,6,5820
6,27,7,10805
6,27,8,12911
6,27,9,8382
6,27,10,5303
6,27,11,4903
6,27,12,4527
6,27,13,4950
6,27,14,5906
6,27,15,7252
6,27,16,10187
6,27,17,13940
6,27,18,10732
6,27,19,5801
6,27,20,3508
6,27,21,2482
6,27,22,1975
6,27,23,1186
6,28,0,583
6,28,1,145
6,28,2,6
6,28,3,3
6,28,4,14
6,28,5,1872
6,28,6,6489
6,28,7,12773
6,28,8,16173
6,28,9,10407
6,28,10,5938
6,28,11,4823
6,28,12,4904
6,28,13,5019
6,28,14,5953
6,28,15,7923
6,28,16,12054
6,28,17,17474
6,28,18,13486
6,28,19,7199
6,28,20,4004
6,28,21,2929
6,28,22,2955
6,28,23,2385
6,29,0,799
6,29,1,192
6,29,2,10
6,29,3,0
6,29,4,13
6,29,5,1924
6,29,6,6318
6,29,7,12364
6,29,8,15737
6,29,9,10549
6,29,10,6356
6,29,11,6291
6,29,12,5730
6,29,13,5065
6,29,14,6121
6,29,15,7922
6,29,16,13115
6,29,17,17644
6,29,18,13534
6,29,19,7378
6,29,20,4375
6,29,21,2659
6,29,22,2637
6,29,23,1693
6,30,0,697
6,30,1,153
6,30,2,3
6,30,3,0
6,30,4,10
6,30,5,1847
6,30,6,6068
6,30,7,10965
6,30,8,15566
6,30,9,9597
6,30,10,5956
6,30,11,5276
6,30,12,5380
6,30,13,5269
6,30,14,6413
6,30,15,8239
6,30,16,11290
6,30,17,16558
6,30,18,12849
6,30,19,7375
6,30,20,4589
6,30,21,2923
6,30,22,2603
6,30,23,1880
7,1,0,788
7,1,1,165
7,1,2,3
7,1,3,1
7,1,4,14
7,1,5,1541
7,1,6,4836
7,1,7,8613
7,1,8,9999
7,1,9,5755
7,1,10,6528
7,1,11,5246
7,1,12,5516
7,1,13,6194
7,1,14,6818
7,1,15,8449
7,1,16,10407
7,1,17,12298
7,1,18,11002
7,1,19,6975
7,1,20,4193
7,1,21,2825
7,1,22,2924
7,1,23,2501
7,2,0,2064
7,2,1,289
7,2,2,15
7,2,3,1
7,2,4,0
7,2,5,20
7,2,6,849
7,2,7,2097
7,2,8,3158
7,2,9,3899
7,2,10,4551
7,2,11,6311
7,2,12,6248
7,2,13,5673
7,2,14,5347
7,2,15,5334
7,2,16,6211
7,2,17,6564
7,2,18,5891
7,2,19,4595
7,2,20,3310
7,2,21,2676
7,2,22,2363
7,2,23,1962
7,3,0,870
7,3,1,222
7,3,2,18
7,3,3,0
7,3,4,0
7,3,5,1
7,3,6,8
7,3,7,368
7,3,8,2322
7,3,9,3047
7,3,10,3706
7,3,11,4821
7,3,12,5611
7,3,13,4758
7,3,14,4508
7,3,15,4358
7,3,16,4901
7,3,17,5153
7,3,18,4867
7,3,19,3848
7,3,20,3010
7,3,21,2311
7,3,22,2072
7,3,23,1249
7,4,0,559
7,4,1,144
7,4,2,0
7,4,3,0
7,4,4,0
7,4,5,2
7,4,6,5
7,4,7,434
7,4,8,2384
7,4,9,2659
7,4,10,2952
7,4,11,3264
7,4,12,3638
7,4,13,3826
7,4,14,4061
7,4,15,4251
7,4,16,4577
7,4,17,5360
7,4,18,5279
7,4,19,3687
7,4,20,3213
7,4,21,2878
7,4,22,3991
7,4,23,4190
7,5,0,1403
7,5,1,266
7,5,2,32
7,5,3,0
7,5,4,9
7,5,5,1460
7,5,6,5460
7,5,7,10458
7,5,8,13366
7,5,9,8726
7,5,10,5808
7,5,11,5028
7,5,12,4801
7,5,13,4879
7,5,14,5577
7,5,15,7170
7,5,16,9848
7,5,17,14778
7,5,18,11625
7,5,19,6104
7,5,20,3537
7,5,21,2575
7,5,22,2607
7,5,23,1346
7,6,0,638
7,6,1,120
7,6,2,32
7,6,3,2
7,6,4,14
7,6,5,1705
7,6,6,6066
7,6,7,11950
7,6,8,13934
7,6,9,9652
7,6,10,5923
7,6,11,5439
7,6,12,5594
7,6,13,5161
7,6,14,6168
7,6,15,8284
7,6,16,11977
7,6,17,15370
7,6,18,12968
7,6,19,6835
7,6,20,3990
7,6,21,2892
7,6,22,2331
7,6,23,1882
7,7,0,848
7,7,1,171
7,7,2,13
7,7,3,2
7,7,4,27
7,7,5,1721
7,7,6,5807
7,7,7,11465
7,7,8,14070
7,7,9,9117
7,7,10,5946
7,7,11,5186
7,7,12,4847
7,7,13,5189
7,7,14,5970
7,7,15,7966
7,7,16,11286
7,7,17,15608
7,7,18,12304
7,7,19,7782
7,7,20,4413
7,7,21,3223
7,7,22,2479
7,7,23,1999
7,8,0,831
7,8,1,154
7,8,2,6
7,8,3,2
7,8,4,20
7,8,5,1641
7,8,6,5334
7,8,7,9355
7,8,8,10512
7,8,9,7159
7,8,10,5570
7,8,11,5022
7,8,12,5287
7,8,13,5469
7,8,14,6432
7,8,15,7915
7,8,16,10382
7,8,17,12848
7,8,18,11181
7,8,19,6942
7,8,20,4401
7,8,21,3069
7,8,22,3119
7,8,23,1999
7,9,0,1484
7,9,1,323
7,9,2,29
7,9,3,0
7,9,4,0
7,9,5,19
7,9,6,869
7,9,7,2328
7,9,8,3182
7,9,9,3997
7,9,10,4598
7,9,11,5474
7,9,12,6115
7,9,13,5266
7,9,14,5590
7,9,15,5497
7,9,16,7026
7,9,17,6482
7,9,18,5931
7,9,19,4896
7,9,20,3599
7,9,21,2911
7,9,22,2772
7,9,23,2129
7,10,0,1166
7,10,1,256
7,10,2,17
7,10,3,0
7,10,4,0
7,10,5,1
7,10,6,8
7,10,7,429
7,10,8,2397
7,10,9,3093
7,10,10,3571
7,10,11,4407
7,10,12,5175
7,10,13,4962
7,10,14,4558
7,10,15,4340
7,10,16,5495
7,10,17,5007
7,10,18,4721
7,10,19,3983
7,10,20,2826
7,10,21,2461
7,10,22,1959
7,10,23,1361
7,11,0,516
7,11,1,117
7,11,2,8
7,11,3,0
7,11,4,14
7,11,5,1187
7,11,6,5447
7,11,7,10952
7,11,8,13525
7,11,9,8378
7,11,10,5326
7,11,11,4719
7,11,12,4548
7,11,13,4964
7,11,14,5539
7,11,15,7229
7,11,16,10138
7,11,17,14384
7,11,18,11709
7,11,19,6029
7,11,20,3511
7,11,21,2455
7,11,22,2089
7,11,23,1730
7,12,0,737
7,12,1,125
7,12,2,2
7,12,3,0
7,12,4,22
7,12,5,1866
7,12,6,6548
7,12,7,12240
7,12,8,16229
7,12,9,10059
7,12,10,5660
7,12,11,5391
7,12,12,5054
7,12,13,5192
7,12,14,6168
7,12,15,8028
7,12,16,12074
7,12,17,17573
7,12,18,14013
7,12,19,7296
7,12,20,4349
7,12,21,2714
7,12,22,2764
7,12,23,2378
7,13,0,1593
7,13,1,171
7,13,2,3
7,13,3,2
7,13,4,12
7,13,5,1948
7,13,6,6193
7,13,7,12377
7,13,8,15347
7,13,9,10295
7,13,10,6663
7,13,11,5947
7,13,12,5584
7,13,13,5199
7,13,14,6218
7,13,15,8054
7,13,16,11982
7,13,17,17724
7,13,18,13430
7,13,19,7542
7,13,20,4685
7,13,21,3045
7,13,22,2364
7,13,23,1578
7,14,0,755
7,14,1,143
7,14,2,7
7,14,3,1
7,14,4,15
7,14,5,1859
7,14,6,6150
7,14,7,12013
7,14,8,14624
7,14,9,10797
7,14,10,5999
7,14,11,5292
7,14,12,5133
7,14,13,5431
7,14,14,6158
7,14,15,7849
7,14,16,11851
7,14,17,17134
7,14,18,13451
7,14,19,7835
7,14,20,4482
7,14,21,3065
7,14,22,2998
7,14,23,2655
7,15,0,1172
7,15,1,164
7,15,2,9
7,15,3,3
7,15,4,17
7,15,5,1513
7,15,6,5280
7,15,7,9614
7,15,8,10848
7,15,9,7628
7,15,10,5663
7,15,11,5332
7,15,12,5279
7,15,13,5880
7,15,14,6623
7,15,15,7945
7,15,16,10683
7,15,17,13159
7,15,18,11559
7,15,19,7183
7,15,20,4311
7,15,21,3064
7,15,22,2580
7,15,23,2555
7,16,0,1458
7,16,1,319
7,16,2,16
7,16,3,0
7,16,4,1
7,16,5,15
7,16,6,808
7,16,7,2193
7,16,8,3344
7,16,9,3859
7,16,10,4692
7,16,11,5814
7,16,12,5834
7,16,13,6516
7,16,14,6225
7,16,15,6431
7,16,16,6278
7,16,17,6308
7,16,18,6211
7,16,19,5258
7,16,20,4514
7,16,21,3874
7,16,22,2807
7,16,23,2053
7,17,0,1312
7,17,1,377
7,17,2,14
7,17,3,0
7,17,4,0
7,17,5,0
7,17,6,8
7,17,7,416
7,17,8,2454
7,17,9,3000
7,17,10,4184
7,17,11,4741
7,17,12,5271
7,17,13,4712
7,17,14,4522
7,17,15,4393
7,17,16,4823
7,17,17,5576
7,17,18,4803
7,17,19,3774
7,17,20,2648
7,17,21,2246
7,17,22,1807
7,17,23,1397
7,18,0,514
7,18,1,132
7,18,2,20
7,18,3,2
7,18,4,26
7,18,5,1741
7,18,6,5492
7,18,7,10994
7,18,8,12774
7,18,9,8446
7,18,10,5240
7,18,11,4753
7,18,12,4830
7,18,13,4873
7,18,14,5430
7,18,15,6917
7,18,16,9461
7,18,17,12930
7,18,18,11284
7,18,19,6759
7,18,20,3592
7,18,21,2361
7,18,22,1645
7,18,23,1246
7,19,0,583
7,19,1,126
7,19,2,7
7,19,3,2
7,19,4,17
7,19,5,1783
7,19,6,5826
7,19,7,11534
7,19,8,15883
7,19,9,10156
7,19,10,6237
