month,day,hour,trip_count
3,8,14,5342
3,8,15,7622
3,8,16,10865
3,8,17,14814
3,8,18,11855
3,8,19,5854
3,8,20,3148
3,8,21,2197
3,8,22,2285
3,8,23,1459
3,9,0,554
3,9,1,104
3,9,2,11
3,9,3,3
3,9,4,19
3,9,5,1827
3,9,6,5799
3,9,7,11005
3,9,8,14421
3,9,9,9231
3,9,10,5423
3,9,11,4487
3,9,12,4353
3,9,13,4810
3,9,14,5489
3,9,15,7945
3,9,16,10727
3,9,17,14805
3,9,18,11379
3,9,19,6105
3,9,20,3223
3,9,21,2302
3,9,22,1778
3,9,23,1413
3,10,0,680
3,10,1,124
3,10,2,3
3,10,3,2
3,10,4,21
3,10,5,1849
3,10,6,5634
3,10,7,11394
3,10,8,13757
3,10,9,8867
3,10,10,5898
3,10,11,4566
3,10,12,4799
3,10,13,4929
3,10,14,5979
3,10,15,8105
3,10,16,10785
3,10,17,15315
3,10,18,11637
3,10,19,6709
3,10,20,3633
3,10,21,2449
3,10,22,1982
3,10,23,1707
3,11,0,765
3,11,1,138
3,11,2,10
3,11,3,3
3,11,4,20
3,11,5,1652
3,11,6,4904
3,11,7,9606
3,11,8,10488
3,11,9,7344
3,11,10,5358
3,11,11,4689
3,11,12,4818
3,11,13,5199
3,11,14,6257
3,11,15,8090
3,11,16,10393
3,11,17,12940
3,11,18,10191
3,11,19,6568
3,11,20,4032
3,11,21,2656
3,11,22,2326
3,11,23,2237
3,12,0,1257
3,12,1,313
3,12,2,17
3,12,3,0
3,12,4,0
3,12,5,19
3,12,6,695
3,12,7,2244
3,12,8,3196
3,12,9,4024
3,12,10,4857
3,12,11,5678
3,12,12,5697
3,12,13,5842
3,12,14,6379
3,12,15,6218
3,12,16,6645
3,12,17,6347
3,12,18,5763
3,12,19,4530
3,12,20,3307
3,12,21,2922
3,12,22,2201
3,12,23,1839
3,13,0,1122
3,13,1,281
3,13,2,0
3,13,3,20
3,13,4,1
3,13,5,0
3,13,6,4
3,13,7,236
3,13,8,1832
3,13,9,2385
3,13,10,2803
3,13,11,3518
3,13,12,3899
3,13,13,3704
3,13,14,3874
3,13,15,3676
3,13,16,3826
3,13,17,4263
3,13,18,4257
3,13,19,3155
3,13,20,2312
3,13,21,1741
3,13,22,1491
3,13,23,1038
3,14,0,338
3,14,1,66
3,14,2,2
3,14,3,0
3,14,4,13
3,14,5,1575
3,14,6,4995
3,14,7,9710
3,14,8,12097
3,14,9,7942
3,14,10,5276
3,14,11,4275
3,14,12,4300
3,14,13,4529
3,14,14,5189
3,14,15,7223
3,14,16,10275
3,14,17,13950
3,14,18,10316
3,14,19,5700
3,14,20,3050
3,14,21,2051
3,14,22,2413
3,14,23,1739
3,15,0,530
3,15,1,146
3,15,2,10
3,15,3,0
3,15,4,11
3,15,5,1454
3,15,6,5255
3,15,7,8755
3,15,8,14074
3,15,9,11142
3,15,10,5933
3,15,11,4471
3,15,12,4207
3,15,13,4217
3,15,14,5427
3,15,15,7256
3,15,16,11145
3,15,17,15232
3,15,18,11769
3,15,19,6412
3,15,20,3581
3,15,21,2353
3,15,22,1955
3,15,23,1443
3,16,0,596
3,16,1,111
3,16,2,2
3,16,3,7
3,16,4,13
3,16,5,1786
3,16,6,5339
3,16,7,11446
3,16,8,13826
3,16,9,10239
3,16,10,5701
3,16,11,4622
3,16,12,4629
3,16,13,5088
3,16,14,6075
3,16,15,8056
3,16,16,11515
3,16,17,15454
3,16,18,12027
3,16,19,6549
3,16,20,4012
3,16,21,2681
3,16,22,2567
3,16,23,2053
3,17,0,663
3,17,1,133
3,17,2,8
3,17,3,0
3,17,4,17
3,17,5,1625
3,17,6,5722
3,17,7,10844
3,17,8,14447
3,17,9,9216
3,17,10,5787
3,17,11,4733
3,17,12,4734
3,17,13,5020
3,17,14,5663
3,17,15,7906
3,17,16,11627
3,17,17,14868
3,17,18,12370
3,17,19,7597
3,17,20,4220
3,17,21,2816
3,17,22,2414
3,17,23,2040
3,18,0,1139
3,18,1,189
3,18,2,6
3,18,3,0
3,18,4,16
3,18,5,1491
3,18,6,4751
3,18,7,9231
3,18,8,10779
3,18,9,7267
3,18,10,5384
3,18,11,5210
3,18,12,5148
3,18,13,5462
3,18,14,6357
3,18,15,7959
3,18,16,10652
3,18,17,12929
3,18,18,11061
3,18,19,7103
3,18,20,3982
3,18,21,3105
3,18,22,2270
3,18,23,1996
3,19,0,1557
3,19,1,346
3,19,2,27
3,19,3,1
3,19,4,0
3,19,5,32
3,19,6,733
3,19,7,1974
3,19,8,2876
3,19,9,3302
3,19,10,3439
3,19,11,4631
3,19,12,4564
3,19,13,4661
3,19,14,4317
3,19,15,4879
3,19,16,5117
3,19,17,5431
3,19,18,4992
3,19,19,4092
3,19,20,2724
3,19,21,2417
3,19,22,1625
3,19,23,2000
3,20,0,1236
3,20,1,209
3,20,2,19
3,20,3,2
3,20,4,0
3,20,5,0
3,20,6,15
3,20,7,206
3,20,8,2101
3,20,9,3083
3,20,10,3228
3,20,11,4107
3,20,12,4506
3,20,13,4387
3,20,14,4719
3,20,15,4071
3,20,16,4563
3,20,17,4656
3,20,18,4239
3,20,19,3472
3,20,20,2965
3,20,21,2360
3,20,22,1681
3,20,23,930
3,21,0,446
3,21,1,89
3,21,2,7
3,21,3,0
3,21,4,17
3,21,5,1540
3,21,6,5354
3,21,7,10222
3,21,8,12495
3,21,9,7503
3,21,10,5293
3,21,11,4567
3,21,12,4237
3,21,13,4664
3,21,14,5377
3,21,15,7257
3,21,16,10224
3,21,17,13444
3,21,18,10260
3,21,19,6009
3,21,20,3246
3,21,21,2276
3,21,22,1757
3,21,23,1670
3,22,0,564
3,22,1,143
3,22,2,5
3,22,3,0
3,22,4,15
3,22,5,1867
3,22,6,5848
3,22,7,12330
3,22,8,14994
3,22,9,9560
3,22,10,5478
3,22,11,4686
3,22,12,4942
3,22,13,4899
3,22,14,5532
3,22,15,7944
3,22,16,11254
3,22,17,15406
3,22,18,12557
3,22,19,6926
3,22,20,4010
3,22,21,2536
3,22,22,2097
3,22,23,1571
3,23,0,607
3,23,1,175
3,23,2,18
3,23,3,2
3,23,4,22
3,23,5,1932
3,23,6,5955
3,23,7,12040
3,23,8,14365
3,23,9,10390
3,23,10,5885
3,23,11,4635
3,23,12,4919
3,23,13,5187
3,23,14,6272
3,23,15,8348
3,23,16,11764
3,23,17,15857
3,23,18,12519
3,23,19,6919
3,23,20,4099
3,23,21,2725
3,23,22,2417
3,23,23,1573
3,24,0,720
3,24,1,118
3,24,2,6
3,24,3,4
3,24,4,18
3,24,5,1844
3,24,6,5871
3,24,7,11202
3,24,8,15212
3,24,9,9375
3,24,10,6190
3,24,11,5029
3,24,12,5163
3,24,13,5160
3,24,14,6308
3,24,15,8792
3,24,16,11824
3,24,17,16045
3,24,18,12403
3,24,19,6820
3,24,20,4130
3,24,21,3151
3,24,22,3238
3,24,23,1893
3,25,0,828
3,25,1,186
3,25,2,5
3,25,3,0
3,25,4,17
3,25,5,1568
3,25,6,5094
3,25,7,9226
3,25,8,10705
3,25,9,7837
3,25,10,5430
3,25,11,4891
3,25,12,4949
3,25,13,5460
3,25,14,6585
3,25,15,8079
3,25,16,10932
3,25,17,13104
3,25,18,10468
3,25,19,6632
3,25,20,4203
3,25,21,2880
3,25,22,2457
3,25,23,2373
3,26,0,1226
3,26,1,281
3,26,2,3
3,26,3,0
3,26,4,1
3,26,5,17
3,26,6,775
3,26,7,2127
3,26,8,3275
3,26,9,4058
3,26,10,4535
3,26,11,5151
3,26,12,5319
3,26,13,5647
3,26,14,5596
3,26,15,5690
3,26,16,6106
3,26,17,6602
3,26,18,5901
3,26,19,5027
3,26,20,3527
3,26,21,3332
3,26,22,2836
3,26,23,2280
3,27,0,1092
3,27,1,232
3,27,2,73
3,27,3,0
3,27,4,2
3,27,5,3
3,27,6,4
3,27,7,249
3,27,8,2068
3,27,9,2253
3,27,10,2773
3,27,11,3817
3,27,12,3924
3,27,13,3560
3,27,14,3928
3,27,15,3650
3,27,16,3653
3,27,17,4097
3,27,18,4196
3,27,19,3071
3,27,20,2143
3,27,21,1588
3,27,22,1317
3,27,23,1121
3,28,0,468
3,28,1,133
3,28,2,10
3,28,3,0
3,28,4,20
3,28,5,1163
3,28,6,5104
3,28,7,9156
3,28,8,12373
3,28,9,7757
3,28,10,4939
3,28,11,4506
3,28,12,4146
3,28,13,4223
3,28,14,5308
3,28,15,7323
3,28,16,10183
3,28,17,12723
3,28,18,9749
3,28,19,4863
3,28,20,2969
3,28,21,2067
3,28,22,1652
3,28,23,1109
3,29,0,531
3,29,1,111
3,29,2,6
3,29,3,1
3,29,4,17
3,29,5,1340
3,29,6,6260
3,29,7,12184
3,29,8,14502
3,29,9,9392
3,29,10,5684
3,29,11,4583
3,29,12,4448
3,29,13,4613
3,29,14,5736
3,29,15,7931
3,29,16,11274
3,29,17,15657
3,29,18,12032
3,29,19,6350
3,29,20,3624
3,29,21,2462
3,29,22,1872
3,29,23,1552
3,30,0,833
3,30,1,139
3,30,2,3
3,30,3,0
3,30,4,19
3,30,5,1757
3,30,6,5893
3,30,7,11596
3,30,8,14167
3,30,9,9133
3,30,10,5599
3,30,11,4639
3,30,12,4620
3,30,13,5006
3,30,14,5947
3,30,15,8291
3,30,16,9484
3,30,17,16014
3,30,18,13056
3,30,19,6671
3,30,20,3839
3,30,21,2532
3,30,22,2644
3,30,23,1842
3,31,0,712
3,31,1,136
3,31,2,8
3,31,3,0
3,31,4,14
3,31,5,1666
3,31,6,5715
3,31,7,10658
3,31,8,12892
3,31,9,9248
3,31,10,5461
3,31,11,4773
3,31,12,4497
3,31,13,4817
3,31,14,5695
3,31,15,7832
3,31,16,11135
3,31,17,14762
3,31,18,11820
3,31,19,6716
3,31,20,4112
3,31,21,2689
3,31,22,2344
3,31,23,2144
4,1,0,1106
4,1,1,160
4,1,2,9
4,1,3,2
4,1,4,19
4,1,5,1384
4,1,6,4941
4,1,7,8797
4,1,8,10238
4,1,9,7113
4,1,10,5404
4,1,11,4792
4,1,12,5092
4,1,13,5439
4,1,14,6393
4,1,15,8073
4,1,16,10484
4,1,17,13192
4,1,18,11583
4,1,19,7642
4,1,20,4209
4,1,21,2568
4,1,22,2764
4,1,23,2464
4,2,0,3062
4,2,1,721
4,2,2,33
4,2,3,1
4,2,4,0
4,2,5,11
4,2,6,741
4,2,7,1946
4,2,8,3025
4,2,9,3757
4,2,10,4356
4,2,11,4957
4,2,12,5180
4,2,13,5322
4,2,14,5465
4,2,15,5496
4,2,16,5890
4,2,17,6027
4,2,18,5503
4,2,19,4539
4,2,20,3461
4,2,21,3428
4,2,22,2472
4,2,23,1806
4,3,0,1242
4,3,1,287
4,3,2,24
4,3,3,0
4,3,4,0
4,3,5,0
4,3,6,11
4,3,7,333
4,3,8,2155
4,3,9,2628
4,3,10,3441
4,3,11,3966
4,3,12,3976
4,3,13,4342
4,3,14,4143
4,3,15,3921
4,3,16,4163
4,3,17,4455
4,3,18,4022
4,3,19,3370
4,3,20,2271
4,3,21,1862
4,3,22,1530
4,3,23,887
4,4,0,371
4,4,1,79
4,4,2,5
4,4,3,3
4,4,4,18
4,4,5,1453
4,4,6,5424
4,4,7,9705
4,4,8,10662
4,4,9,9402
4,4,10,5147
4,4,11,4479
4,4,12,4588
4,4,13,4541
4,4,14,5408
4,4,15,7153
4,4,16,10040
4,4,17,13760
4,4,18,9684
4,4,19,5467
4,4,20,3625
4,4,21,2082
4,4,22,1760
4,4,23,1419
4,5,0,542
4,5,1,104
4,5,2,7
4,5,3,2
4,5,4,17
4,5,5,1807
4,5,6,6067
4,5,7,11903
4,5,8,14890
4,5,9,9742
4,5,10,5576
4,5,11,4609
4,5,12,4586
4,5,13,4786
4,5,14,5783
4,5,15,7919
4,5,16,11984
4,5,17,16012
4,5,18,12196
4,5,19,6484
4,5,20,3674
4,5,21,2348
4,5,22,2015
4,5,23,1450
4,6,0,572
4,6,1,151
4,6,2,4
4,6,3,0
4,6,4,14
4,6,5,1578
4,6,6,6021
4,6,7,11718
4,6,8,14270
4,6,9,9593
4,6,10,6014
4,6,11,4791
4,6,12,4822
4,6,13,5206
4,6,14,6000
4,6,15,8092
4,6,16,11771
4,6,17,15600
4,6,18,12167
4,6,19,6583
4,6,20,4033
4,6,21,2772
4,6,22,2305
4,6,23,1654
4,7,0,657
4,7,1,133
4,7,2,8
4,7,3,1
4,7,4,22
4,7,5,1779
4,7,6,5620
4,7,7,11303
4,7,8,14368
4,7,9,9358
4,7,10,6153
4,7,11,5111
4,7,12,5074
4,7,13,5054
4,7,14,6264
4,7,15,7814
4,7,16,11999
4,7,17,15559
4,7,18,12337
4,7,19,6975
4,7,20,4357
4,7,21,2678
4,7,22,2910
4,7,23,2263
4,8,0,770
4,8,1,187
4,8,2,10
4,8,3,0
4,8,4,14
4,8,5,1515
4,8,6,5013
4,8,7,9234
4,8,8,10716
4,8,9,7565
4,8,10,6321
4,8,11,6267
4,8,12,5724
4,8,13,5608
4,8,14,6375
4,8,15,8062
4,8,16,10622
4,8,17,13365
4,8,18,12606
4,8,19,7892
4,8,20,4566
4,8,21,3063
4,8,22,2790
4,8,23,2933
4,9,0,1604
4,9,1,293
4,9,2,26
4,9,3,0
4,9,4,0
4,9,5,22
4,9,6,726
4,9,7,2260
4,9,8,3141
4,9,9,4351
4,9,10,4994
4,9,11,6443
4,9,12,6365
4,9,13,5882
4,9,14,5664
4,9,15,5696
4,9,16,6277
4,9,17,7614
4,9,18,6700
4,9,19,5351
4,9,20,3741
4,9,21,3064
4,9,22,2530
4,9,23,2226
4,10,0,1076
4,10,1,308
4,10,2,12
4,10,3,0
4,10,4,0
4,10,5,1
4,10,6,2
4,10,7,381
4,10,8,2278
4,10,9,3068
4,10,10,3771
4,10,11,4871
4,10,12,4989
4,10,13,4605
4,10,14,4210
4,10,15,4126
4,10,16,4836
4,10,17,5666
4,10,18,4688
4,10,19,3577
4,10,20,2537
4,10,21,1869
4,10,22,1724
4,10,23,890
4,11,0,573
4,11,1,111
4,11,2,1
4,11,3,1
4,11,4,21
4,11,5,1639
4,11,6,5333
4,11,7,9513
4,11,8,12411
4,11,9,8100
4,11,10,4791
4,11,11,4854
4,11,12,4222
4,11,13,4571
4,11,14,5274
4,11,15,7342
4,11,16,10306
4,11,17,14075
4,11,18,10655
4,11,19,5488
4,11,20,3046
4,11,21,2026
4,11,22,2011
4,11,23,1811
4,12,0,799
4,12,1,105
4,12,2,6
4,12,3,0
4,12,4,15
4,12,5,1855
4,12,6,5691
4,12,7,13067
4,12,8,11650
4,12,9,13891
4,12,10,6017
4,12,11,4979
4,12,12,4732
4,12,13,4974
4,12,14,5874
4,12,15,8251
4,12,16,12492
4,12,17,17018
4,12,18,13505
4,12,19,6723
4,12,20,3744
4,12,21,2551
4,12,22,2661
4,12,23,2552
4,13,0,718
4,13,1,124
4,13,2,6
4,13,3,1
4,13,4,17
4,13,5,1891
4,13,6,6085
4,13,7,12419
4,13,8,15900
4,13,9,10559
4,13,10,6080
4,13,11,5610
4,13,12,5205
4,13,13,5617
4,13,14,6218
4,13,15,8774
4,13,16,13214
4,13,17,16861
4,13,18,13107
4,13,19,7130
4,13,20,4042
4,13,21,2719
4,13,22,2136
4,13,23,1952
4,14,0,880
4,14,1,169
4,14,2,4
4,14,3,2
4,14,4,13
4,14,5,1583
4,14,6,5816
4,14,7,10712
4,14,8,13972
4,14,9,9747
4,14,10,5509
4,14,11,4481
4,14,12,4590
4,14,13,5001
4,14,14,5712
4,14,15,7577
4,14,16,11153
4,14,17,15449
4,14,18,11670
4,14,19,6508
4,14,20,3822
4,14,21,2336
4,14,22,2256
4,14,23,1642
4,15,0,686
4,15,1,169
4,15,2,32
4,15,3,0
4,15,4,17
4,15,5,1482
4,15,6,4727
4,15,7,8792
4,15,8,10159
4,15,9,7179
4,15,10,5162
4,15,11,5121
4,15,12,5121
4,15,13,5674
4,15,14,6299
4,15,15,8008
4,15,16,10091
4,15,17,12299
4,15,18,9686
4,15,19,6287
4,15,20,3712
4,15,21,2888
4,15,22,2536
4,15,23,2176
4,16,0,920
4,16,1,211
4,16,2,6
4,16,3,0
4,16,4,1
4,16,5,10
4,16,6,640
4,16,7,1785
4,16,8,2635
4,16,9,3149
4,16,10,3933
4,16,11,4729
4,16,12,4737
4,16,13,5096
4,16,14,5004
4,16,15,5280
4,16,16,5565
4,16,17,5745
4,16,18,5518
4,16,19,4463
4,16,20,3212
4,16,21,3223
4,16,22,2546
4,16,23,1880
4,17,0,962
4,17,1,237
4,17,2,6
4,17,3,0
4,17,4,0
4,17,5,0
4,17,6,7
4,17,7,342
4,17,8,1934
4,17,9,2592
4,17,10,3183
4,17,11,3933
4,17,12,4023
4,17,13,4015
4,17,14,3951
4,17,15,3766
4,17,16,3881
4,17,17,3914
4,17,18,3683
4,17,19,2919
4,17,20,2202
4,17,21,2021
4,17,22,1300
4,17,23,805
4,18,0,452
4,18,1,90
4,18,2,9
4,18,3,0
4,18,4,16
4,18,5,1617
4,18,6,5256
4,18,7,10417
4,18,8,12616
4,18,9,8012
4,18,10,5344
4,18,11,4547
4,18,12,4611
4,18,13,4741
4,18,14,5604
4,18,15,7444
4,18,16,10945
4,18,17,15318
4,18,18,12399
4,18,19,6071
4,18,20,3217
4,18,21,2391
4,18,22,3871
4,18,23,2764
4,19,0,991
4,19,1,167
4,19,2,3
4,19,3,0
4,19,4,15
4,19,5,1675
4,19,6,5712
4,19,7,11594
4,19,8,15686
4,19,9,10452
4,19,10,5950
4,19,11,5073
4,19,12,4738
4,19,13,4963
4,19,14,5664
4,19,15,7915
4,19,16,12109
4,19,17,16280
4,19,18,13064
4,19,19,6561
4,19,20,3902
4,19,21,2601
4,19,22,2350
4,19,23,1719
4,20,0,744
4,20,1,121
4,20,2,5
4,20,3,1
4,20,4,12
4,20,5,1898
4,20,6,5884
4,20,7,11947
4,20,8,15795
4,20,9,10197
4,20,10,6429
4,20,11,5176
4,20,12,5240
4,20,13,5472
4,20,14,6586
4,20,15,8812
4,20,16,12198
4,20,17,16651
4,20,18,12474
4,20,19,7593
4,20,20,3959
4,20,21,2660
4,20,22,2237
4,20,23,1480
4,21,0,780
4,21,1,183
4,21,2,13
4,21,3,0
4,21,4,12
4,21,5,1307
4,21,6,5597
4,21,7,11072
4,21,8,14613
4,21,9,10306
4,21,10,6093
4,21,11,5163
4,21,12,4714
4,21,13,4915
4,21,14,6111
4,21,15,8579
4,21,16,10219
4,21,17,16734
4,21,18,11891
4,21,19,6563
4,21,20,3975
4,21,21,2495
4,21,22,2481
4,21,23,1704
4,22,0,782
4,22,1,152
4,22,2,19
4,22,3,1
4,22,4,11
4,22,5,1549
4,22,6,4766
4,22,7,9005
4,22,8,10852
4,22,9,7626
4,22,10,5625
4,22,11,5054
4,22,12,4897
4,22,13,5694
4,22,14,6308
4,22,15,8324
4,22,16,10746
4,22,17,13218
4,22,18,10719
4,22,19,6384
4,22,20,4293
4,22,21,2978
4,22,22,3331
4,22,23,2054
4,23,0,1058
4,23,1,297
4,23,2,29
4,23,3,0
4,23,4,1
4,23,5,7
4,23,6,756
4,23,7,2315
4,23,8,3394
4,23,9,4177
4,23,10,4588
4,23,11,5673
4,23,12,5830
4,23,13,5460
4,23,14,5677
4,23,15,5716
4,23,16,6733
4,23,17,6208
4,23,18,5959
4,23,19,4596
4,23,20,3480
4,23,21,2898
4,23,22,2488
4,23,23,2015
4,24,0,1019
4,24,1,269
4,24,2,21
4,24,3,2
4,24,4,0
4,24,5,0
4,24,6,8
4,24,7,341
4,24,8,2344
4,24,9,2691
4,24,10,3666
4,24,11,3976
4,24,12,4333
4,24,13,4287
4,24,14,3965
4,24,15,3931
4,24,16,4662
4,24,17,4716
4,24,18,4262
4,24,19,3211
4,24,20,2540
4,24,21,1936
4,24,22,1614
4,24,23,1114
4,25,0,470
4,25,1,115
4,25,2,8
4,25,3,1
4,25,4,15
4,25,5,1699
4,25,6,5351
4,25,7,11137
4,25,8,13139
4,25,9,8465
4,25,10,5004
4,25,11,4572
4,25,12,4380
4,25,13,4592
4,25,14,5638
4,25,15,7432
4,25,16,10319
4,25,17,14383
4,25,18,10479
4,25,19,5556
4,25,20,3249
4,25,21,2379
4,25,22,1670
4,25,23,1276
4,26,0,530
4,26,1,105
4,26,2,10
4,26,3,0
4,26,4,16
4,26,5,1897
4,26,6,6388
4,26,7,13494
4,26,8,16470
4,26,9,10308
4,26,10,5813
4,26,11,4710
4,26,12,4688
4,26,13,4973
4,26,14,5875
4,26,15,8376
4,26,16,12611
4,26,17,17930
4,26,18,13776
4,26,19,7025
4,26,20,3790
4,26,21,2705
4,26,22,3535
4,26,23,2691
4,27,0,748
4,27,1,121
4,27,2,11
4,27,3,1
4,27,4,12
4,27,5,1723
4,27,6,6575
4,27,7,13048
4,27,8,16375
4,27,9,10544
4,27,10,5867
4,27,11,4831
4,27,12,4965
4,27,13,5230
4,27,14,6267
4,27,15,9329
4,27,16,13181
4,27,17,18518
4,27,18,14295
4,27,19,7433
4,27,20,4052
4,27,21,3039
4,27,22,4057
4,27,23,3900
4,28,0,855
4,28,1,194
4,28,2,13
4,28,3,2
4,28,4,9
4,28,5,1809
4,28,6,6150
4,28,7,12498
4,28,8,15632
4,28,9,10277
4,28,10,6549
4,28,11,4996
4,28,12,4811
4,28,13,5166
4,28,14,6410
4,28,15,8645
4,28,16,12298
4,28,17,16690
4,28,18,12757
4,28,19,7085
4,28,20,4307
4,28,21,2858
4,28,22,2693
4,28,23,1997
4,29,0,713
4,29,1,174
4,29,2,8
4,29,3,3
4,29,4,10
4,29,5,1654
4,29,6,5109
4,29,7,10074
4,29,8,11312
4,29,9,7662
4,29,10,5667
4,29,11,5172
4,29,12,5231
4,29,13,5541
4,29,14,6613
4,29,15,8668
4,29,16,11290
4,29,17,14717
4,29,18,12677
4,29,19,7154
4,29,20,4222
4,29,21,2960
4,29,22,3165
4,29,23,4389
4,30,0,2213
4,30,1,508
4,30,2,25
4,30,3,1
4,30,4,0
4,30,5,10
4,30,6,881
4,30,7,2163
4,30,8,3377
4,30,9,4025
4,30,10,4853
4,30,11,5816
4,30,12,6689
4,30,13,5766
4,30,14,5299
4,30,15,5527
4,30,16,6558
4,30,17,7474
4,30,18,6559
4,30,19,4809
4,30,20,3485
4,30,21,2883
4,30,22,2451
4,30,23,2340
5,1,0,1418
5,1,1,265
5,1,2,17
5,1,3,0
5,1,4,2
5,1,5,1
5,1,6,2
5,1,7,442
5,1,8,2489
5,1,9,3235
5,1,10,4204
5,1,11,4874
5,1,12,5422
5,1,13,4914
5,1,14,4249
5,1,15,4184
5,1,16,4863
5,1,17,5713
5,1,18,4710
5,1,19,3499
5,1,20,2401
5,1,21,2132
5,1,22,1419
5,1,23,1072
5,2,0,419
5,2,1,88
5,2,2,17
5,2,3,1
5,2,4,15
5,2,5,1633
5,2,6,5545
5,2,7,11405
5,2,8,13126
5,2,9,7911
5,2,10,5390
5,2,11,4419
5,2,12,4502
5,2,13,4667
5,2,14,5340
5,2,15,7461
5,2,16,10751
5,2,17,14091
5,2,18,10679
5,2,19,5508
5,2,20,3212
5,2,21,2334
5,2,22,2019
5,2,23,1320
5,3,0,522
5,3,1,120
5,3,2,12
5,3,3,3
5,3,4,17
5,3,5,1914
5,3,6,6381
5,3,7,13409
5,3,8,16261
5,3,9,10681
5,3,10,6067
5,3,11,4813
5,3,12,4800
5,3,13,5072
5,3,14,6125
5,3,15,8347
5,3,16,13153
5,3,17,17953
5,3,18,13576
5,3,19,7469
5,3,20,4175
5,3,21,2633
5,3,22,2865
5,3,23,2697
5,4,0,800
5,4,1,131
5,4,2,18
5,4,3,3
5,4,4,17
5,4,5,1862
5,4,6,6021
5,4,7,12972
5,4,8,16314
5,4,9,10392
5,4,10,6034
5,4,11,5284
5,4,12,5445
5,4,13,5277
5,4,14,6098
5,4,15,9158
5,4,16,12136
5,4,17,16992
5,4,18,12711
5,4,19,6774
5,4,20,4157
5,4,21,2929
5,4,22,2277
5,4,23,1614
5,5,0,555
5,5,1,136
5,5,2,12
5,5,3,1
5,5,4,13
5,5,5,1861
5,5,6,5902
5,5,7,12450
5,5,8,15359
5,5,9,10516
5,5,10,6355
5,5,11,4977
5,5,12,5105
5,5,13,5344
5,5,14,6261
5,5,15,8625
5,5,16,12681
5,5,17,16950
5,5,18,13076
5,5,19,7288
5,5,20,4272
5,5,21,3205
5,5,22,3412
5,5,23,2575
5,6,0,965
5,6,1,146
5,6,2,4
5,6,3,1
5,6,4,13
5,6,5,1626
5,6,6,5291
5,6,7,9663
5,6,8,11280
5,6,9,7769
5,6,10,5748
5,6,11,4924
5,6,12,5153
5,6,13,5575
5,6,14,6557
5,6,15,7624
5,6,16,11074
5,6,17,13558
5,6,18,13248
5,6,19,8274
5,6,20,4787
5,6,21,3348
5,6,22,3114
5,6,23,4126
5,7,0,3116
5,7,1,550
5,7,2,32
5,7,3,1
5,7,4,0
5,7,5,15
5,7,6,797
5,7,7,2229
5,7,8,3454
5,7,9,4103
5,7,10,4010
5,7,11,6093
5,7,12,5963
5,7,13,6544
5,7,14,6956
5,7,15,5912
5,7,16,7413
5,7,17,6954
5,7,18,5812
5,7,19,5084
5,7,20,4329
5,7,21,4790
5,7,22,2680
5,7,23,2495
5,8,0,1112
5,8,1,410
5,8,2,25
5,8,3,0
5,8,4,1
5,8,5,2
5,8,6,7
5,8,7,319
5,8,8,2215
5,8,9,2633
5,8,10,3619
5,8,11,4158
5,8,12,4507
5,8,13,4176
5,8,14,3651
5,8,15,3807
5,8,16,4232
5,8,17,4921
5,8,18,5292
5,8,19,4361
5,8,20,2497
5,8,21,1841
5,8,22,1720
5,8,23,2840
5,9,0,927
5,9,1,99
5,9,2,2
5,9,3,0
5,9,4,19
5,9,5,1695
5,9,6,5429
5,9,7,11453
5,9,8,13036
5,9,9,8314
5,9,10,5178
5,9,11,4513
5,9,12,4241
5,9,13,4683
5,9,14,5307
5,9,15,7714
5,9,16,10997
5,9,17,15035
5,9,18,10484
5,9,19,5530
5,9,20,3295
5,9,21,2230
5,9,22,2521
5,9,23,2239
5,10,0,634
5,10,1,132
5,10,2,7
5,10,3,1
5,10,4,11
5,10,5,1836
5,10,6,6381
5,10,7,13226
5,10,8,16344
5,10,9,10314
5,10,10,5719
5,10,11,4848
5,10,12,4586
5,10,13,4902
5,10,14,5960
5,10,15,8035
5,10,16,12834
5,10,17,17075
5,10,18,12975
5,10,19,6591
5,10,20,3619
5,10,21,2975
5,10,22,2688
5,10,23,1739
5,11,0,670
5,11,1,133
5,11,2,24
5,11,3,2
5,11,4,16
5,11,5,1891
5,11,6,6275
5,11,7,12861
5,11,8,15827
5,11,9,10752
5,11,10,5992
5,11,11,5702
5,11,12,5082
5,11,13,5122
5,11,14,6095
5,11,15,8448
5,11,16,12609
5,11,17,17361
5,11,18,12663
5,11,19,6786
5,11,20,3923
5,11,21,2875
5,11,22,2277
5,11,23,1410
5,12,0,660
5,12,1,135
5,12,2,3
5,12,3,4
5,12,4,14
5,12,5,1838
5,12,6,6001
5,12,7,12437
5,12,8,15392
5,12,9,9919
5,12,10,6254
5,12,11,4992
5,12,12,4668
5,12,13,5460
5,12,14,5900
5,12,15,8541
5,12,16,12190
5,12,17,15474
5,12,18,13973
5,12,19,7452
5,12,20,4419
5,12,21,2847
5,12,22,2623
5,12,23,2050
5,13,0,2336
5,13,1,213
5,13,2,6
5,13,3,3
5,13,4,9
5,13,5,1648
5,13,6,5112
5,13,7,10225
5,13,8,11201
5,13,9,7523
5,13,10,5813
5,13,11,5088
5,13,12,5243
5,13,13,5618
5,13,14,6655
5,13,15,8456
5,13,16,11547
5,13,17,14578
5,13,18,12682
5,13,19,7902
5,13,20,4666
5,13,21,3853
5,13,22,4131
5,13,23,3137
